Cantidad de Procesos,Nombre,Hora de Inicio,Hora de Fin,Tiempo Total
50,process_0,0,8,8
50,process_1,3,12,9
50,process_2,6,11,5
50,process_3,9,12,3
50,process_4,12,21,9
50,process_5,15,16,1
50,process_6,18,22,4
50,process_7,21,26,5
50,process_8,24,27,3
50,process_9,27,31,4
50,process_10,30,34,4
50,process_11,33,34,1
50,process_12,36,43,7
50,process_13,39,45,6
50,process_14,42,50,8
50,process_15,45,53,8
50,process_16,48,55,7
50,process_17,51,57,6
50,process_18,54,62,8
50,process_19,57,59,2
50,process_20,60,64,4
50,process_21,63,69,6
50,process_22,66,72,6
50,process_23,69,74,5
50,process_24,72,77,5
50,process_25,75,81,6
50,process_26,78,81,3
50,process_27,81,86,5
50,process_28,84,89,5
50,process_29,87,91,4
50,process_30,90,99,9
50,process_31,93,98,5
50,process_32,96,100,4
50,process_33,99,106,7
50,process_34,102,109,7
50,process_35,105,106,1
50,process_36,108,112,4
50,process_37,111,113,2
50,process_38,114,121,7
50,process_39,117,118,1
50,process_40,120,121,1
50,process_41,123,124,1
50,process_42,126,132,6
50,process_43,129,135,6
50,process_44,132,137,5
50,process_45,135,140,5
50,process_46,138,142,4
50,process_47,141,149,8
50,process_48,144,152,8
50,process_49,147,149,2
